-,# name,ra,dec,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,star_distance,discovered
planet,Kepler-1634 b,294.043409,45.139786,-,0.285,374.876239,-,-,-,654,2016
planet,Kepler-1635 b,285.348993,45.556183,-,0.325,469.63111,-,-,-,1084,2016
planet,Kepler-1636 b,294.057625,46.441031,-,0.288,425.47785,-,-,-,1567,2016
planet,Kepler-1637 b,282.236848,48.154297,-,0.079,6.10960324,-,-,-,506,2016
planet,Kepler-1638 b,295.482407,48.524445,-,0.167,259.33683,-,-,-,879,2016
planet,Kepler-1639 b,283.068632,48.802086,-,0.23,9.878482,-,-,-,1168,2016
planet,Kepler-164 b,287.780828,47.629913,-,0.126,5.03503,0.058,-,-,914.18,2014
planet,Kepler-164 c,287.780828,47.629913,-,0.244,10.945723,0.097,-,-,914.18,2014
planet,Kepler-164 d,287.780828,47.629913,-,0.219,28.986769,0.187,-,-,914.18,2014
planet,Kepler-1640 b,294.55789,40.850498,-,0.43,7.5844126,-,-,-,1379,2016
planet,Kepler-1641 b,296.35944,41.574532,-,0.277,19.672266,-,-,-,961,2016
planet,Kepler-1641 c,296.35944,41.574532,-,0.263,32.657212,-,-,-,961,2016
planet,Kepler-1642 b,297.21216,43.643719,-,0.285,12.2057513,-,-,-,447,2016
planet,Kepler-1642 c,297.21216,43.643719,-,0.237,6.6513802,-,-,-,447,2016
planet,Kepler-1643 b,300.431,44.751011,-,0.205,5.34264507,-,-,-,414,2016
planet,Kepler-1644 b,285.475055,48.034935,-,0.168,21.0907758,-,-,-,592,2016
planet,Kepler-1645 b,297.479473,48.418571,-,0.159,16.1779561,-,-,-,844,2016
planet,Kepler-1646 b,287.526422,42.912908,-,0.11,4.48558383,-,-,-,81,2016
planet,Kepler-1647 (AB) b,298.15,40.65611113,1.52,1.06,1107.5923,2.7205,0.0581,90.0972,-,2015
planet,Kepler-1649 b,292.503769,41.830421,-,0.091,8.689099,0.0514,-,89.15,92.43,2017
planet,Kepler-1649 c,292.503769,41.830421,-,0.095,19.53527,-,-,89.339,92.43,2020
planet,Kepler-165 b,280.691016,47.809735,-,0.207,8.180848,0.072,-,-,570.07,2014
planet,Kepler-165 c,280.691016,47.809735,-,0.199,15.31299,0.11,-,-,570.07,2014
planet,Kepler-1650 b,297.729255,42.866898,-,0.086,1.53818001,0.0163,0.01,89.38,120.5,2017
planet,Kepler-1651 b,283.628354,48.391022,-,0.164,9.87863917,0.0619,0.13,85.94,69.4,2017
planet,Kepler-1652 b,294.366085,49.915058,-,0.143,38.09722,0.1654,-,89.993,252,2017
planet,Kepler-1653 b,296.457755,41.266024,-,0.194,140.2524,0.4706,-,89.788,755,2017
planet,Kepler-1654 b,282.185812,44.434486,0.5,0.819,1047.8356,2.026,0.26,89.982,577.6,2018
planet,Kepler-1655 b,286.689452,39.211929,0.01573,0.197,11.8728787,0.103,0,87.62,214.58,2018
planet,Kepler-1656 b,284.472168,39.911824,0.1504,0.448,31.562,0.1974,0.838,89.31,186.88,2018
planet,Kepler-1656 c,284.472168,39.911824,0.3977,-,1919,3.053,0.527,89.31,186.88,2022
planet,Kepler-1658 b,294.356546,38.947376,5.88,1.07,3.84937278,0.0544,0.0628,76.52,806.07,2019
planet,Kepler-166 b,293.160171,48.881191,-,0.203,7.650254,0.072,-,-,614.16,2014
planet,Kepler-166 c,293.160171,48.881191,-,0.212,34.260281,0.195,-,-,614.16,2014
planet,Kepler-166 d,293.160171,48.881191,-,0.154,1.55400393,-,-,-,614.16,2016
planet,Kepler-1661 (AB) b,285.1666667,41.96694446,0.053,-,175.06,-,0.06,89.464,415.5,2019
planet,Kepler-1663 b,290.401508,48.822589,-,0.295,17.6046,-,-,-,341.22,2020
planet,Kepler-1664 b,286.852661,49.261681,-,0.271,14.3868,0.1189,-,89.95,-,2020
planet,Kepler-1665 b,290.396178,41.040081,-,0.253,11.9548,0.0928,-,89.95,338.8,2020
planet,Kepler-1666 b,297.951578,46.264717,-,0.257,25.8476,0.1761,-,88.81,1434.42,2020
planet,Kepler-1666 c,297.951578,46.264717,-,0.289,40.7157,0.2383,-,89.95,1434.42,2020
planet,Kepler-1667 b,283.532958,48.094261,-,0.266,83.5781,0.386,-,89.38,638.35,2020
planet,Kepler-1668 b,297.352316,46.095931,-,0.388,15.434,0.124,-,88.24,1386.19,2020
planet,Kepler-1669 b,297.430378,39.847843,-,0.248,9.51216,0.0729,-,88.81,551.78,2020
planet,Kepler-167 b,292.658441,38.345413,-,0.144,4.3931632,0.0483,0,89.33,330,2014
planet,Kepler-167 c,292.658441,38.345413,-,0.138,7.406114,0.0684,0,89.3,330,2014
planet,Kepler-167 d,292.658441,38.345413,0.006,0.107,21.803855,0.1405,0.12,89.352,330,2016
planet,Kepler-167 e,292.658441,38.345413,4,0.906,1071.23228,1.89,0.062,89.976,330,2016
planet,Kepler-1670 b,290.326514,43.121834,-,0.299,20.4998,0.151,-,88.81,2198.41,2020
planet,Kepler-1671 b,291.748372,39.446877,-,0.118,4.16787,0.0464,-,89.95,360.77,2020
planet,Kepler-1672 b,297.940159,40.278626,-,0.265,150.878,0.5431,-,89.95,395.58,2020
planet,Kepler-1673 b,285.667089,48.719566,-,0.262,33.7888,0.2114,-,89.38,742.78,2020
planet,Kepler-1674 b,294.816093,45.306118,-,0.286,62.5611,0.3008,-,89.38,1042.07,2020
planet,Kepler-1675 b,283.80952,41.041238,-,0.279,63.0382,0.3235,-,89.95,663.58,2020
planet,Kepler-1676 b,287.236753,43.567215,-,0.301,29.9221,0.1931,-,89.95,-,2020
planet,Kepler-1677 b,298.493295,47.013039,-,0.241,22.064,0.1634,-,89.95,751.23,2020
planet,Kepler-1678 b,292.591635,38.399661,-,0.295,147.974,0.5407,-,89.95,867.94,2020
planet,Kepler-1679 b,293.900567,50.427055,-,0.185,9.75376,0.0892,-,88.24,932.63,2020
planet,Kepler-168 b,294.710165,39.825104,-,0.13,4.425391,0.056,-,-,1396,2014
planet,Kepler-168 c,294.710165,39.825104,-,0.24,13.193242,0.116,-,-,1396,2014
planet,Kepler-1680 b,297.074653,39.933859,-,0.121,8.77424,0.0784,-,89.95,313.12,2020
planet,Kepler-1681 b,296.697261,46.371712,-,0.228,69.8956,0.2985,-,89.95,652.25,2020
planet,Kepler-1682 b,293.983579,39.572884,-,0.258,14.8334,0.1152,-,85.94,1197.63,2020
planet,Kepler-1683 b,298.450123,44.284016,-,0.167,15.0337,0.1155,-,89.95,748.64,2020
planet,Kepler-1684 b,294.005379,46.310654,-,0.256,47.7055,0.2259,-,87.66,633.05,2020
planet,Kepler-1685 b,296.188288,43.936848,-,0.23,20.4905,0.1485,-,86.52,1178.83,2020
planet,Kepler-1686 b,291.606728,42.035927,-,0.127,9.30987,0.0866,-,89.38,745.49,2020
planet,Kepler-1687 b,289.742756,50.787037,-,0.148,5.77954,0.0522,-,87.09,422.02,2020
planet,Kepler-1688 b,289.552994,41.297852,-,0.113,5.62012,0.0608,-,89.38,567.45,2020
planet,Kepler-1689 b,291.574217,38.655952,-,0.084,8.483,0.0791,-,89.95,296.63,2020
planet,Kepler-169 b,285.999891,40.919329,-,0.101,3.250619,0.04,-,-,411.34,2014
planet,Kepler-169 c,285.999891,40.919329,-,0.108,6.195469,0.062,-,-,411.34,2014
planet,Kepler-169 d,285.999891,40.919329,-,0.112,8.348125,0.075,-,-,411.34,2014
planet,Kepler-169 e,285.999891,40.919329,-,0.196,13.767102,0.105,-,-,411.34,2014
planet,Kepler-169 f,285.999891,40.919329,-,0.23,87.090195,0.359,-,-,411.34,2014
planet,Kepler-1690 b,288.156708,41.877968,-,0.251,234.636,0.7143,-,89.95,718.3,2020
planet,Kepler-1691 b,286.254417,41.021866,-,0.164,3.8482,0.0514,-,87.66,1315.6,2020
planet,Kepler-1692 b,286.924298,47.053745,-,0.099,5.95966,0.0646,-,89.95,601.22,2020
planet,Kepler-1693 b,290.201621,48.185822,-,0.115,12.0999,0.1015,-,89.95,776.92,2020
planet,Kepler-1694 b,293.793565,40.240932,-,0.105,3.89526,0.0426,-,89.38,521,2020
planet,Kepler-1695 b,293.619259,46.413338,-,0.1,4.7329,0.0526,-,88.81,809.5,2020
planet,Kepler-1696 b,295.576074,42.023365,-,0.251,65.9409,0.3245,-,89.95,1571.34,2020
planet,Kepler-1697 b,287.663392,43.471455,-,0.112,33.4969,0.2008,-,89.95,249.56,2020
planet,Kepler-1698 b,293.344989,39.257812,-,0.096,1.2107,0.0199,-,19.48,223.78,2020
planet,Kepler-1699 b,292.137336,48.917194,-,0.14,3.49082,0.0417,-,88.81,-,2020
planet,Kepler-17 b,298.395274,47.815006,2.45,1.31,1.4857108,0.02591,0.011,87.2,800,2011
planet,Kepler-170 b,284.521193,41.629604,-,0.285,7.930592,0.08,-,-,754.64,2014
planet,Kepler-170 c,284.521193,41.629604,-,0.255,16.665863,0.131,-,-,754.64,2014
planet,Kepler-1700 b,286.949712,45.353828,-,0.259,234.239,0.8017,-,88.81,732.73,2020
planet,Kepler-1701 b,286.608886,41.889339,-,0.198,169.134,0.5689,-,89.95,594.1,2020
planet,Kepler-1702 b,284.972497,44.567548,-,0.143,18.5012,0.1281,-,89.95,878.23,2020
planet,Kepler-1705 b,301.57855,44.31218,0.01406,0.1811,9.03502,0.08,0.033,88.79,-,2017
planet,Kepler-1705 c,301.57855,44.31218,0.01705,0.1829,11.28,0.0416,0.028,89.89,-,2017
planet,Kepler-1708 b,296.825,43.62472224,4.6,0.8886,737.1131,1.64,0.4,-,1667,2021
planet,Kepler-1708 b-i,296.825,43.62472224,0.116,0.2329,4.6,0.05,-,9,1667,2021
planet,Kepler-171 b,296.771914,41.755537,-,0.209,4.166972,0.05,-,-,885.43,2014
planet,Kepler-171 c,296.771914,41.755537,-,0.228,11.463462,0.098,-,-,885.43,2014
planet,Kepler-171 d,296.771914,41.755537,-,0.169,39.595519,0.223,-,-,885.43,2014
planet,Kepler-172 b,283.368413,41.821857,-,0.21,2.940309,0.04,-,-,848.56,2014
planet,Kepler-172 c,283.368413,41.821857,-,0.255,6.388996,0.068,-,-,848.56,2014
planet,Kepler-172 d,283.368413,41.821857,-,0.201,14.627119,0.118,-,-,848.56,2014
planet,Kepler-172 e,283.368413,41.821857,-,0.246,35.118736,0.211,-,-,848.56,2014
planet,Kepler-173 b,294.646695,41.884106,-,0.115,4.263742,0.048,-,-,853.39,2014
planet,Kepler-173 c,294.646695,41.884106,-,0.217,8.005777,0.074,-,-,853.39,2014
planet,Kepler-174 b,287.439194,43.832092,-,0.175,13.98179,0.1,-,-,389.07,2014
planet,Kepler-174 c,287.439194,43.832092,-,0.133,44.000529,0.214,-,-,389.07,2014
planet,Kepler-174 d,287.439194,43.832092,-,0.195,247.35373,0.677,-,-,389.07,2014
planet,Kepler-175 b,289.553283,43.876183,-,0.228,11.903515,0.105,-,-,1363.39,2014
planet,Kepler-175 c,289.553283,43.876183,-,0.277,34.035257,0.213,-,-,1363.39,2014
planet,Kepler-176 b,294.667956,43.853259,-,0.128,5.433074,0.058,-,-,535.4,2014
planet,Kepler-176 c,294.667956,43.853259,-,0.232,12.759712,0.102,-,-,535.4,2014
planet,Kepler-176 d,294.667956,43.853259,-,0.224,25.751974,0.163,-,-,535.4,2014
planet,Kepler-176 e,294.667956,43.853259,-,0.129,51.16579,-,-,-,535.4,2016
planet,Kepler-177 b,286.047132,45.053207,0.01837,0.312,35.8601,-,0,-,1497.42,2013
planet,Kepler-177 c,286.047132,45.053207,0.04625,0.779,49.40926,-,0,88.795,1497.42,2013
planet,Kepler-178 b,287.101089,46.896477,-,0.259,9.576694,0.085,-,-,731.04,2014
planet,Kepler-178 c,287.101089,46.896477,-,0.257,20.552802,0.142,-,-,731.04,2014
planet,Kepler-178 d,287.101089,46.896477,-,0.352,96.678988,0.397,-,-,731.04,2014
planet,Kepler-179 b,298.663735,47.762043,-,0.146,2.735926,0.036,-,-,616.39,2014
planet,Kepler-179 c,298.663735,47.762043,-,0.178,6.40013,0.064,-,-,616.39,2014
planet,Kepler-18 b,298.079439,44.746321,0.022,0.178,3.504725,0.0447,0,84.92,438.51,2011
planet,Kepler-18 c,298.079439,44.746321,0.054,0.49,7.64159,0.0752,0,87.68,438.51,2011
planet,Kepler-18 d,298.079439,44.746321,0.052,0.623,14.85888,0.1172,0,88.07,438.51,2011
planet,Kepler-180 b,295.571343,49.774586,-,0.134,13.817124,0.109,-,-,709.83,2014
planet,Kepler-180 c,295.571343,49.774586,-,0.269,41.885775,0.229,-,-,709.83,2014
planet,Kepler-181 b,296.151402,50.095806,-,0.113,3.137873,0.04,-,-,620.09,2014
planet,Kepler-181 c,296.151402,50.095806,-,0.178,4.302149,0.049,-,-,620.09,2014
planet,Kepler-182 b,289.830114,50.586246,-,0.23,9.825792,0.096,-,-,1621.79,2014
planet,Kepler-182 c,289.830114,50.586246,-,0.306,20.684342,0.157,-,-,1621.79,2014
planet,Kepler-183 b,293.530848,39.315898,-,0.184,5.687945,0.064,-,-,1082.6,2014
planet,Kepler-183 c,293.530848,39.315898,-,0.203,11.637071,0.103,-,-,1082.6,2014
planet,Kepler-184 b,291.951908,43.074715,-,0.211,10.687576,0.092,-,-,621.24,2014
planet,Kepler-184 c,291.951908,43.074715,-,0.176,20.303005,0.141,-,-,621.24,2014
planet,Kepler-184 d,291.951908,43.074715,-,0.222,29.022358,0.179,-,-,621.24,2014
planet,Kepler-185 b,282.468103,43.889915,-,0.104,1.6329,0.026,-,-,473.07,2014
planet,Kepler-185 c,282.468103,43.889915,-,0.18,20.729042,0.139,-,-,473.07,2014
planet,Kepler-186 b,298.652714,43.955017,-,0.095,3.8867907,0.0343,-,-,172,2014
planet,Kepler-186 c,298.652714,43.955017,-,0.112,7.267302,0.0451,-,-,172,2014
planet,Kepler-186 d,298.652714,43.955017,-,0.125,13.342996,0.0781,-,-,172,2014
planet,Kepler-186 e,298.652714,43.955017,-,0.113,22.407704,0.11,-,-,172,2014
planet,Kepler-186 f,298.652714,43.955017,-,0.104,129.9441,0.432,0.04,89.96,172,2014
planet,Kepler-187 b,299.796456,44.089306,-,0.126,4.938864,0.059,-,-,1180.86,2014
planet,Kepler-187 c,299.796456,44.089306,-,0.238,10.640263,0.099,-,-,1180.86,2014
planet,Kepler-188 b,281.27971,44.315533,-,0.15,2.061897,0.032,-,-,996.09,2014
planet,Kepler-188 c,281.27971,44.315533,-,0.285,5.996553,0.066,-,-,996.09,2014
planet,Kepler-189 b,287.564731,44.305004,-,0.108,10.399931,0.088,-,-,601.75,2014
planet,Kepler-189 c,287.564731,44.305004,-,0.212,20.134866,0.137,-,-,601.75,2014
planet,Kepler-19 b,290.420839,37.851786,0.02643,0.198,9.28716,0.085,0.12,89.94,219.95,2011
planet,Kepler-19 c,290.420839,37.851786,0.04122,-,28.731,-,0.21,-,219.95,2011
planet,Kepler-19 d,290.420839,37.851786,0.07079,-,62.95,-,0.05,-,219.95,2017
planet,Kepler-190 b,288.584039,44.733799,-,0.139,2.019999,0.03,-,-,438.88,2014
planet,Kepler-190 c,288.584039,44.733799,-,0.13,3.763024,0.045,-,-,438.88,2014
planet,Kepler-191 b,291.183386,45.323177,-,0.12,9.939632,0.087,-,-,604.75,2014
planet,Kepler-191 c,291.183386,45.323177,-,0.166,17.738506,0.128,-,-,604.75,2014
planet,Kepler-191 d,291.183386,45.323177,-,0.203,5.94504102,-,-,-,604.75,2016
planet,Kepler-192 b,287.917924,45.592876,-,0.244,9.926746,0.09,-,-,664.14,2014
planet,Kepler-192 c,287.917924,45.592876,-,0.249,21.2234,0.15,-,-,664.14,2014
planet,Kepler-192 d,287.917924,45.592876,-,0.091,6.47027579,-,-,-,664.14,2016
planet,Kepler-193 b,296.498596,46.577244,-,0.213,11.38848,0.106,-,-,1038.87,2014
planet,Kepler-193 c,296.498596,46.577244,-,0.245,50.697494,0.286,-,-,1038.87,2014
planet,Kepler-194 b,291.971445,47.864174,-,0.135,2.092281,0.032,-,-,1133.48,2014
planet,Kepler-194 c,291.971445,47.864174,-,0.231,17.308032,0.131,-,-,1133.48,2014
planet,Kepler-194 d,291.971445,47.864174,-,0.214,52.814973,0.275,-,-,1133.48,2014
planet,Kepler-195 b,288.120962,47.966667,-,0.181,8.307872,0.077,-,-,664.47,2014
planet,Kepler-195 c,288.120962,47.966667,-,0.138,34.096863,0.197,-,-,664.47,2014
planet,Kepler-196 b,284.968519,42.079205,-,0.17,20.739886,0.138,-,-,457.26,2014
planet,Kepler-196 c,284.968519,42.079205,-,0.2,47.427737,0.24,-,-,457.26,2014
planet,Kepler-197 b,295.226435,50.559006,-,0.091,5.599308,0.06,0.02,-,333.75,2014
planet,Kepler-197 c,295.226435,50.559006,0.017,0.11,10.349695,0.09,0.08,-,333.75,2014
planet,Kepler-197 d,295.226435,50.559006,-,0.109,15.677563,0.119,0.03,-,333.75,2014
planet,Kepler-197 e,295.226435,50.559006,-,0.081,25.209715,0.164,0.38,-,333.75,2014
planet,Kepler-198 b,290.67313,38.691011,-,0.252,17.790037,0.131,-,-,502.52,2014
planet,Kepler-198 c,290.67313,38.691011,-,0.22,49.567416,0.259,-,-,502.52,2014
planet,Kepler-198 d,290.67313,38.691011,-,0.136,1.31184443,-,-,-,502.52,2016
planet,Kepler-199 b,295.559419,40.236271,-,0.277,23.637604,0.158,-,-,528.99,2014
planet,Kepler-199 c,295.559419,40.236271,-,0.29,67.093408,0.316,-,-,528.99,2014
planet,Kepler-20 b,287.698004,42.338726,0.03052,0.167,3.69611525,0.0463,0.03,87.355,284.88,2011
planet,Kepler-20 c,287.698004,42.338726,0.04012,0.272,10.85409089,0.0949,0.16,89.815,284.88,2011
planet,Kepler-20 d,287.698004,42.338726,0.03168,0.245,77.61130017,0.3506,0.6,89.708,284.88,2011
planet,Kepler-20 e,287.698004,42.338726,0.0097,0.077,6.09852281,0.0639,-,87.632,284.88,2011
planet,Kepler-20 f,287.698004,42.338726,0.045,0.089,19.57758478,0.1396,-,88.788,284.88,2011
planet,Kepler-20 g,287.698004,42.338726,-,-,34.94,0.2055,0.15,-,284.88,2016
planet,Kepler-200 b,284.40992,41.237465,-,0.19,8.594805,0.08,-,-,678.93,2014
planet,Kepler-200 c,284.40992,41.237465,-,0.142,10.222157,0.09,-,-,678.93,2014
planet,Kepler-201 b,293.62604,41.272827,-,0.219,25.672083,0.175,-,-,648.18,2014
planet,Kepler-201 c,293.62604,41.272827,-,0.254,151.884058,0.573,-,-,648.18,2014
planet,Kepler-202 b,282.973419,41.322006,-,0.145,4.069427,0.045,-,-,287.48,2014
planet,Kepler-202 c,282.973419,41.322006,-,0.165,16.282493,0.113,-,-,287.48,2014
planet,Kepler-203 b,297.089977,41.388039,-,0.229,3.162697,0.043,-,-,717.73,2014
planet,Kepler-203 c,297.089977,41.388039,-,0.22,5.370647,0.061,-,-,717.73,2014
planet,Kepler-203 d,297.089977,41.388039,-,0.128,11.32972,0.1,-,-,717.73,2014
planet,Kepler-204 b,285.347187,41.761925,-,0.226,14.400974,0.117,-,-,700.59,2014
planet,Kepler-204 c,285.347187,41.761925,-,0.16,25.660593,0.173,-,-,700.59,2014
planet,Kepler-205 b,285.287111,41.861172,-,0.135,2.75564,0.032,-,-,160.46,2014
planet,Kepler-205 c,285.287111,41.861172,-,0.146,20.306546,0.122,-,-,160.46,2014
planet,Kepler-206 b,291.634678,41.833866,-,0.107,7.781987,0.078,-,-,604.81,2014
planet,Kepler-206 c,291.634678,41.833866,-,0.158,13.137471,0.111,-,-,604.81,2014
planet,Kepler-206 d,291.634678,41.833866,-,0.106,23.44281,0.163,-,-,604.81,2014
planet,Kepler-207 b,290.030517,42.16605,-,0.14,1.611865,0.029,-,-,898.2,2014
planet,Kepler-207 c,290.030517,42.16605,-,0.134,3.071571,0.044,-,-,898.2,2014
planet,Kepler-207 d,290.030517,42.16605,-,0.295,5.868075,0.068,-,-,898.2,2014
planet,Kepler-208 b,293.890206,42.528008,-,0.145,4.22864,0.054,-,-,793.01,2014
planet,Kepler-208 c,293.890206,42.528008,-,0.124,7.466623,0.079,-,-,793.01,2014
planet,Kepler-208 d,293.890206,42.528008,-,0.107,11.131786,0.103,-,-,793.01,2014
planet,Kepler-208 e,293.890206,42.528008,-,0.132,16.259458,0.132,-,-,793.01,2014
planet,Kepler-209 b,291.169537,42.640812,-,0.202,16.087845,0.122,-,-,586.68,2014
planet,Kepler-209 c,291.169537,42.640812,-,0.277,41.749882,0.231,-,-,586.68,2014
planet,Kepler-21 b,287.361816,38.714016,0.01598,0.146,2.78578,0.042717,0.02,83.2,108.86,2012
planet,Kepler-210 b,292.503389,43.083149,-,0.262,2.453234,0.032,0.44,77.86,234.33,2014
planet,Kepler-210 c,292.503389,43.083149,-,0.323,7.972513,0.07,0.5,85.73,234.33,2014
planet,Kepler-211 b,285.439151,43.168484,-,0.112,4.138575,0.048,-,-,312.14,2014
planet,Kepler-211 c,285.439151,43.168484,-,0.115,6.04045,0.062,-,-,312.14,2014
planet,Kepler-212 b,287.620834,43.141678,-,0.097,16.257582,0.133,-,-,701.04,2014
planet,Kepler-212 c,287.620834,43.141678,-,0.244,31.805174,0.207,-,-,701.04,2014
planet,Kepler-213 b,290.824182,44.647186,-,0.145,2.46236,0.036,-,-,646.74,2014
planet,Kepler-213 c,290.824182,44.647186,-,0.209,4.822962,0.057,-,-,646.74,2014
planet,Kepler-214 b,284.754851,44.956032,-,0.233,15.660544,0.13,-,-,1252.07,2014
planet,Kepler-214 c,284.754851,44.956032,-,0.19,28.7798,0.194,-,-,1252.07,2014
planet,Kepler-215 b,294.973509,45.213688,-,0.145,9.360672,0.084,-,-,492.9,2014
planet,Kepler-215 c,294.973509,45.213688,-,0.158,14.667108,0.113,-,-,492.9,2014
planet,Kepler-215 d,294.973509,45.213688,-,0.213,30.864423,0.185,-,-,492.9,2014
planet,Kepler-215 e,294.973509,45.213688,-,0.156,68.16101,0.314,-,-,492.9,2014
planet,Kepler-216 b,293.728072,46.129154,-,0.21,7.693641,0.079,-,-,1229.44,2014
planet,Kepler-216 c,293.728072,46.129154,-,0.271,17.406669,0.136,-,-,1229.44,2014
planet,Kepler-217 b,293.037744,46.277508,-,0.199,5.374943,0.065,-,-,1140.95,2014
planet,Kepler-217 c,293.037744,46.277508,-,0.165,8.586004,0.089,-,-,1140.95,2014
planet,Kepler-217 d,293.037744,46.277508,-,0.118,3.88689525,-,-,-,1140.95,2016
planet,Kepler-218 b,295.412811,46.266472,-,0.132,3.619337,0.046,-,-,669.02,2014
planet,Kepler-218 c,295.412811,46.266472,-,0.28,44.699576,0.248,-,-,669.02,2014
planet,Kepler-218 d,295.412811,46.266472,-,0.237,124.5244647,-,-,-,669.02,2016
planet,Kepler-219 b,288.73898,46.762558,-,0.263,4.585512,0.057,-,-,805.3,2014
planet,Kepler-219 c,288.73898,46.762558,-,0.319,22.714613,0.165,-,-,805.3,2014
planet,Kepler-219 d,288.73898,46.762558,-,0.251,47.903645,0.272,-,-,805.3,2014
planet,Kepler-22 b,289.217484,47.884464,0.113,0.212,289.8623,0.849,0,89.764,190,2011
planet,Kepler-220 b,291.506237,46.895779,-,0.072,4.159807,0.046,-,-,171.96,2014
planet,Kepler-220 c,291.506237,46.895779,-,0.14,9.034199,0.076,-,-,171.96,2014
planet,Kepler-220 d,291.506237,46.895779,-,0.087,28.122397,0.163,-,-,171.96,2014
planet,Kepler-220 e,291.506237,46.895779,-,0.119,45.902733,0.226,-,-,171.96,2014
planet,Kepler-221 b,296.654765,46.83527,-,0.153,2.795906,0.037,-,-,389.55,2014
planet,Kepler-221 c,296.654765,46.83527,-,0.261,5.690586,0.059,-,-,389.55,2014
planet,Kepler-221 d,296.654765,46.83527,-,0.244,10.04156,0.087,-,-,389.55,2014
planet,Kepler-221 e,296.654765,46.83527,-,0.235,18.369917,0.13,-,-,389.55,2014
planet,Kepler-222 b,287.9061,46.937767,-,0.282,3.936981,0.048,-,-,775.61,2014
planet,Kepler-222 c,287.9061,46.937767,-,0.414,10.08881,0.091,-,-,775.61,2014
planet,Kepler-222 d,287.9061,46.937767,-,0.329,28.081912,0.18,-,-,775.61,2014
planet,Kepler-223 b,298.318356,47.279495,0.02328,0.267,7.38449,0.073,0.078,90,1960.49,2014
planet,Kepler-223 c,298.318356,47.279495,0.01605,0.307,9.84564,0.088,0.15,90,1960.49,2014
planet,Kepler-223 d,298.318356,47.279495,0.02517,0.467,14.78869,0.116,0.037,87.94,1960.49,2014
planet,Kepler-223 e,298.318356,47.279495,0.0151,0.41,19.72567,0.14,0.051,88,1960.49,2014
planet,Kepler-224 b,290.934287,47.357601,-,0.124,3.132924,0.038,-,-,799.75,2014
planet,Kepler-224 c,290.934287,47.357601,-,0.278,5.925003,0.058,-,-,799.75,2014
planet,Kepler-224 d,290.934287,47.357601,-,0.205,11.349393,0.089,-,-,799.75,2014
planet,Kepler-224 e,290.934287,47.357601,-,0.176,18.643577,0.124,-,-,799.75,2014
planet,Kepler-225 b,292.193984,47.457096,-,0.107,6.738975,0.056,-,-,569.99,2014
planet,Kepler-225 c,292.193984,47.457096,-,0.164,18.794234,0.111,-,-,569.99,2014
planet,Kepler-226 b,292.376129,47.880989,-,0.138,3.940997,0.047,-,-,1008.14,2014
planet,Kepler-226 c,292.376129,47.880989,-,0.203,5.349555,0.058,-,-,1008.14,2014
planet,Kepler-226 d,292.376129,47.880989,-,0.109,8.109044,0.076,-,-,1008.14,2014
planet,Kepler-227 b,291.934236,48.141651,-,0.277,9.488015,0.09,-,-,1117.5,2014
planet,Kepler-227 c,291.934236,48.141651,-,0.271,54.418694,0.29,-,-,1117.5,2014
planet,Kepler-228 b,296.286142,48.224667,-,0.136,2.566546,0.038,-,-,1724.6,2014
planet,Kepler-228 c,296.286142,48.224667,-,0.241,4.134444,0.052,-,-,1724.6,2014
planet,Kepler-228 d,296.286142,48.224667,-,0.36,11.094286,0.101,-,-,1724.6,2014
planet,Kepler-229 b,286.999471,48.375797,-,0.196,6.252972,0.062,-,-,845.88,2014
planet,Kepler-229 c,286.999471,48.375797,-,0.439,16.068638,0.117,-,-,845.88,2014
planet,Kepler-229 d,286.999471,48.375797,-,0.343,41.194912,0.22,-,-,845.88,2014
planet,Kepler-23 b,294.218924,49.479225,0.8,0.17,7.1073,0.075,0.06,-,856.34,2011
planet,Kepler-23 c,294.218924,49.479225,2.7,0.285,10.7421,0.099,0.02,-,856.34,2011
planet,Kepler-23 d,294.218924,49.479225,0.055,0.196,15.274299,0.124,0.08,-,856.34,2014
planet,Kepler-230 b,285.718538,48.505859,-,0.38,32.625555,0.191,-,-,756.73,2014
planet,Kepler-230 c,285.718538,48.505859,-,0.182,91.773242,0.38,-,-,756.73,2014
planet,Kepler-231 b,293.973353,50.531914,-,0.154,10.065275,0.074,-,-,319.49,2014
planet,Kepler-231 c,293.973353,50.531914,-,0.172,19.271566,0.114,-,-,319.49,2014
planet,Kepler-232 b,295.816158,51.121742,-,0.275,4.431222,0.054,-,-,1402.96,2014
planet,Kepler-232 c,295.816158,51.121742,-,0.342,11.379349,0.101,-,-,1402.96,2014
planet,Kepler-233 b,296.366522,51.319523,-,0.217,8.472382,0.077,-,-,877.73,2014
planet,Kepler-233 c,296.366522,51.319523,-,0.242,60.418955,0.287,-,-,877.73,2014
planet,Kepler-234 b,291.653519,38.494659,-,0.33,2.711506,0.04,-,-,1821.01,2014
planet,Kepler-234 c,291.653519,38.494659,-,0.313,7.21205,0.077,-,-,1821.01,2014
planet,Kepler-235 b,286.079103,39.278313,-,0.199,3.340222,0.037,-,-,433.24,2014
planet,Kepler-235 c,286.079103,39.278313,-,0.114,7.824904,0.065,-,-,433.24,2014
planet,Kepler-235 d,286.079103,39.278313,-,0.183,20.060548,0.122,-,-,433.24,2014
